1997/01/01,5560
1997/01/06,5570
1997/01/07,5573
1997/01/09,5580
1997/01/10,5585
1997/01/11,5590
1997/01/14,5593
1997/01/15,5596
1997/01/16,5599
1997/01/17,5602
1997/01/18,5605
1997/01/21,5607
1997/01/22,5610
1997/01/23,5613
1997/01/24,5615
1997/01/25,5618
1997/01/28,5621
1997/01/29,5624
1997/01/30,5627
1997/01/31,5629
1997/02/01,5632
1997/02/04,5634
1997/02/05,5637
1997/02/06,5640
1997/02/07,5640
1997/02/08,5642
1997/02/11,5644.5
1997/02/12,5646
1997/02/13,5650
1997/02/14,5652.5
1997/02/15,5654.5
1997/02/18,5658
1997/02/19,5660
1997/02/20,5662
1997/02/21,5665
1997/02/22,5667
1997/02/25,5670
1997/02/26,5672
1997/02/27,5674
1997/02/28,5676
1997/03/01,5679
1997/03/04,5683
1997/03/05,5686
1997/03/06,5689
1997/03/07,5691.5
1997/03/08,5695
1997/03/12,5697
1997/03/13,5699
1997/03/14,5700
1997/03/15,5703
1997/03/18,5705.5
1997/03/19,5708
1997/03/20,5710
1997/03/21,5712
1997/03/22,5714
1997/03/25,5717
1997/03/26,5719
1997/03/27,5721
1997/03/28,5723.5
1997/03/29,5726
1997/04/01,5729
1997/04/02,5731
1997/04/03,5732
1997/04/04,5735
1997/04/05,5737
1997/04/08,5739
1997/04/09,5741
1997/04/10,5743
1997/04/11,5744
1997/04/12,5746
1997/04/15,5748
1997/04/16,5750
1997/04/17,5752
1997/04/18,5753
1997/04/19,5753
1997/04/22,5755
1997/04/23,5756
1997/04/24,5757
1997/04/25,5758
1997/04/26,5759
1997/04/29,5760
1997/04/30,5762
1997/05/01,5764
1997/05/06,5764
1997/05/07,5766
1997/05/08,5768
1997/05/09,5769
1997/05/13,5771
1997/05/14,5771
1997/05/15,5771
1997/05/16,5771
1997/05/17,5771
1997/05/20,5771
1997/05/21,5771
1997/05/22,5771
1997/05/23,5771
1997/05/24,5772
1997/05/27,5773.5
1997/05/28,5773.5
1997/05/29,5774
1997/05/30,5773
1997/05/31,5773
1997/06/03,5774
1997/06/04,5775
1997/06/05,5776
1997/06/06,5776
1997/06/07,5777
1997/06/10,5778
1997/06/11,5779.5
1997/06/12,5781
1997/06/14,5782
1997/06/17,5782
1997/06/18,5782
1997/06/19,5782
1997/06/20,5782
1997/06/21,5783
1997/06/24,5783
1997/06/25,5782
1997/06/26,5782
1997/06/27,5782
1997/06/28,5782
1997/07/01,5782
1997/07/02,5782
1997/07/03,5782
1997/07/04,5782
1997/07/05,5782
1997/07/08,5783
1997/07/09,5784
1997/07/10,5784
1997/07/11,5784
1997/07/12,5784
1997/07/15,5784
1997/07/16,5784
1997/07/17,5785
1997/07/18,5787
1997/07/19,5788
1997/07/22,5789
1997/07/23,5791
1997/07/24,5792
1997/07/25,5794
1997/07/26,5795
1997/07/29,5796
1997/07/30,5797
1997/07/31,5798
1997/08/01,5800
1997/08/02,5801
1997/08/05,5801
1997/08/06,5802
1997/08/07,5803
1997/08/08,5804.5
1997/08/09,5806
1997/08/12,5808
1997/08/13,5808
1997/08/14,5809
1997/08/15,5809
1997/08/16,5811
1997/08/19,5813
1997/08/20,5814
1997/08/21,5815
1997/08/22,5817
1997/08/23,5819
1997/08/26,5820
1997/08/27,5821
1997/08/28,5824
1997/08/29,5826
1997/08/30,5830
1997/09/02,5832
1997/09/03,5833.5
1997/09/04,5835
1997/09/05,5837
1997/09/06,5838
1997/09/09,5839.5
1997/09/10,5840.5
1997/09/11,5841.5
1997/09/12,5843
1997/09/13,5846
1997/09/16,5847
1997/09/17,5848
1997/09/18,5849.5
1997/09/19,5851.5
1997/09/20,5853.5
1997/09/23,5855
1997/09/24,5856.5
1997/09/25,5858.5
1997/09/26,5860
1997/09/27,5861
1997/09/30,5860
1997/10/01,5861
1997/10/02,5862.5
1997/10/03,5864.5
1997/10/04,5866
1997/10/07,5868
1997/10/08,5869
1997/10/09,5870.5
1997/10/10,5872
1997/10/11,5872
1997/10/14,5874
1997/10/15,5876
1997/10/16,5877
1997/10/17,5878.5
1997/10/18,5878
1997/10/21,5878
1997/10/22,5878
1997/10/23,5879
1997/10/24,5880
1997/10/25,5881
1997/10/28,5882
1997/10/29,5883
1997/10/30,5885
1997/10/31,5887
1997/11/01,5887
1997/11/04,5887
1997/11/05,5889
1997/11/06,5890
1997/11/07,5892
1997/11/11,5898
1997/11/12,5899
1997/11/13,5900.5
1997/11/14,5900.5
1997/11/15,5901.5
1997/11/18,5903
1997/11/19,5905
1997/11/20,5906.5
1997/11/21,5908.5
1997/11/22,5910.5
1997/11/25,5912
1997/11/26,5914
1997/11/27,5916
1997/11/28,5917
1997/11/29,5919
1997/12/02,5921
1997/12/03,5925
1997/12/04,5927
1997/12/05,5930
1997/12/06,5933
1997/12/09,5936
1997/12/10,5935
1997/12/11,5935
1997/12/12,5936
1997/12/16,5939
1997/12/17,5941
1997/12/18,5943
1997/12/19,5943
1997/12/20,5945
1997/12/23,5947
1997/12/24,5950
1997/12/25,5955
1997/12/26,5955
1997/12/27,5958
1997/12/30,5960
