1996/01/05,4661
1996/01/10,4668
1996/01/12,4670
1996/01/17,4677
1996/01/19,4683
1996/01/24,4700
1996/01/26,4718
1996/01/31,4732
1996/02/02,4736
1996/02/07,4738
1996/02/09,4738
1996/02/14,4751
1996/02/16,4760
1996/02/21,4770
1996/02/23,4783
1996/02/28,4815
1996/03/01,4818
1996/03/06,4823
1996/03/08,4825
1996/03/13,4828
1996/03/15,4834
1996/03/20,4838
1996/03/22,4844
1996/03/27,4850
1996/03/29,4854
1996/04/03,4863
1996/04/05,4873
1996/04/10,4894
1996/04/12,4901
1996/04/17,4909
1996/04/19,4915
1996/04/24,4925
1996/04/26,4932
1996/05/01,4940
1996/05/08,4960
1996/05/15,4971
1996/05/17,4970
1996/05/18,4982
1996/05/21,4988
1996/05/22,4991
1996/05/23,4994
1996/05/24,4998
1996/05/25,5001
1996/05/28,5006
1996/05/29,5008
1996/05/30,5011
1996/05/31,5014
1996/06/01,5018
1996/06/04,5024
1996/06/05,5027
1996/06/06,5031
1996/06/07,5037
1996/06/08,5046
1996/06/11,5051
1996/06/12,5051
1996/06/14,5053
1996/06/15,5053
1996/06/18,5057
1996/06/19,5059
1996/06/20,5058
1996/06/21,5061
1996/06/22,5063
1996/06/25,5068
1996/06/26,5072
1996/06/27,5083
1996/06/28,5097
1996/06/29,5108
1996/07/02,5119
1996/07/03,5124
1996/07/05,5125
1996/07/06,5125
1996/07/09,5129
1996/07/10,5131
1996/07/11,5133
1996/07/12,5131
1996/07/13,5131
1996/07/16,5135
1996/07/17,5136
1996/07/18,5140
1996/07/19,5150
1996/07/20,5156
1996/07/23,5165
1996/07/24,5169
1996/07/25,5175
1996/07/26,5180
1996/07/27,5182
1996/07/30,5188
1996/07/31,5191
1996/08/01,5197
1996/08/02,5209
1996/08/03,5224
1996/08/06,5230
1996/08/07,5235
1996/08/08,5247
1996/08/09,5254
1996/08/10,5261
1996/08/13,5271
1996/08/14,5276
1996/08/15,5280
1996/08/16,5285
1996/08/17,5290
1996/08/20,5302
1996/08/21,5305
1996/08/22,5305
1996/08/23,5311
1996/08/24,5318
1996/08/27,5327
1996/08/28,5332
1996/08/29,5348
1996/08/30,5348
1996/08/31,5345
1996/09/03,5345
1996/09/04,5348
1996/09/05,5351
1996/09/06,5353
1996/09/07,5356
1996/09/10,5359
1996/09/11,5361
1996/09/12,5364
1996/09/13,5367
1996/09/14,5370
1996/09/17,5373
1996/09/18,5376
1996/09/19,5379
1996/09/20,5382
1996/09/21,5384
1996/09/24,5389
1996/09/25,5391
1996/09/26,5392
1996/09/27,5394
1996/09/28,5396
1996/10/01,5402
1996/10/02,5412
1996/10/03,5415
1996/10/04,5417
1996/10/05,5419
1996/10/08,5421
1996/10/09,5424
1996/10/10,5425
1996/10/11,5426
1996/10/12,5429
1996/10/15,5431
1996/10/16,5434
1996/10/17,5434
1996/10/18,5434
1996/10/19,5435
1996/10/22,5438
1996/10/23,5440
1996/10/24,5442
1996/10/25,5444
1996/10/26,5445
1996/10/29,5447
1996/10/30,5453
1996/10/31,5455
1996/11/01,5456
1996/11/02,5458
1996/11/05,5460
1996/11/06,5461
1996/11/07,5470
1996/11/11,5474
1996/11/12,5475
1996/11/13,5476
1996/11/14,5478
1996/11/15,5481
1996/11/16,5484
1996/11/19,5486
1996/11/20,5487
1996/11/21,5491
1996/11/22,5492
1996/11/23,5494
1996/11/26,5497
1996/11/27,5500
1996/11/28,5503
1996/11/29,5508
1996/11/30,5511
1996/12/03,5513
1996/12/04,5515
1996/12/05,5517
1996/12/06,5519
1996/12/07,5521
1996/12/10,5523
1996/12/11,5525
1996/12/12,5530
1996/12/15,5532
1996/12/16,5535
1996/12/17,5537
1996/12/18,5540
1996/12/19,5543
1996/12/20,5546
1996/12/21,5550
1996/12/24,5550
1996/12/25,5553
1996/12/26,5555
1996/12/27,5555
1996/12/28,5555
1996/12/31,5560
